gloss,path,word,date,variant,token
CONFIRMALT2025517,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confirm Alt 2025-5-17 Upload/Documentation/SG ASL Confirm Alt 2025-5-17 CC.mp4,confirmalt,2025-5-17,Documentation,CONFIRMALT
COCOA202533,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cocoa 2025-3-3 Upload/Documentation/SG ASL Cocoa 2025-3-3 CC.mp4,cocoa,2025-3-3,Documentation,COCOA
COMPUTERFILE2025424,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Computer File 2025-4-24 Upload/Documentation/SG ASL Computer File 2025-4-24 CC.mp4,computerfile,2025-4-24,Documentation,COMPUTERFILE
CASSETTE20241115,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cassette 2024-11-15 Upload/Documentation/SG ASL Cassette 2024-11-15 CC.mp4,cassette,2024-11-15,Documentation,CASSETTE
CONCEALALT2025426,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conceal Alt 2025-4-26 Upload/Documentation/SG ASL Conceal Alt 2025-4-26 CC.mp4,concealalt,2025-4-26,Documentation,CONCEALALT
CONSISTENT202562,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Consistent 2025-6-2 Upload/Documentation/SG ASL Consistent 2025-6-2 CC.mp4,consistent,2025-6-2,Documentation,CONSISTENT
CLOSENEAREXT202525,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Close Near Ext 2025-2-5 Upload/Documentation/SG ASL Close Near Ext 2025-2-5 CC.mp4,closenearext,2025-2-5,Documentation,CLOSENEAREXT
CHRISTALT2025118,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Christ Alt 2025-1-18 Upload/Documentation/SG ASL Christ Alt 2025-1-18 CC.mp4,christalt,2025-1-18,Documentation,CHRISTALT
COLONPUNCUATIONALT2025321,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Colon Puncuation Alt 2025-3-21 Upload/Documentation/SG ASL Colon Puncuation Alt 2025-3-21 CC.mp4,colonpuncuationalt,2025-3-21,Documentation,COLONPUNCUATIONALT
CHAMPAGNEEXT2024128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Champagne Ext 2024-12-8 Upload/Documentation/SG ASL Champagne Ext 2024-12-8 CC.mp4,champagneext,2024-12-8,Documentation,CHAMPAGNEEXT
CONCRETE2025428,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Concrete 2025-4-28 Upload/Documentation/SG ASL Concrete 2025-4-28 CC.mp4,concrete,2025-4-28,Documentation,CONCRETE
CONFINE2025517,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confine 2025-5-17 Upload/Documentation/SG ASL Confine 2025-5-17 CC.mp4,confine,2025-5-17,Documentation,CONFINE
CHERRYBLOSSOM202514,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cherry Blossom 2025-1-4 Upload/Documentation/SG ASL Cherry Blossom 2025-1-4 CC.mp4,cherryblossom,2025-1-4,Documentation,CHERRYBLOSSOM
COMPROMISEALT2025422,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compromise Alt 2025-4-22 Upload/Documentation/SG ASL Compromise Alt 2025-4-22 CC.mp4,compromisealt,2025-4-22,Documentation,COMPROMISEALT
COMMONALT2025330,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Common Alt 2025-3-30 Upload/Documentation/SG ASL Common Alt 2025-3-30 CC.mp4,commonalt,2025-3-30,Documentation,COMMONALT
COLLIDE2025311,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Collide 2025-3-11 Upload/Documentation/SG ASL Collide 2025-3-11 CC.mp4,collide,2025-3-11,Documentation,COLLIDE
COARSEEXT2025228,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Coarse Ext 2025-2-28 Upload/Documentation/SG ASL Coarse Ext 2025-2-28 CC.mp4,coarseext,2025-2-28,Documentation,COARSEEXT
CLEANWALL2025226,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clean Wall 2025-2-26 Upload/Documentation/SG ASL Clean Wall 2025-2-26 CC.mp4,cleanwall,2025-2-26,Documentation,CLEANWALL
CLEANFLOOR2025224,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clean Floor 2025-2-24 Upload/Documentation/SG ASL Clean Floor 2025-2-24 CC.mp4,cleanfloor,2025-2-24,Documentation,CLEANFLOOR
COME,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come 2 Handed 2025-3-24 Upload/Documentation/SG ASL Come 2 Handed 2025-3-24 CC.mp4,come,2025-3-24,Documentation,COME
CAMPERRV20241110,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Camper RV 2024-11-10 Upload/Documentation/SG ASL Camper RV 2024-11-10 CC.mp4,camperrv,2024-11-10,Documentation,CAMPERRV
CHAMPIONVARIANT2024128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Champion Variant 2024-12-8 Upload/Documentation/SG ASL Champion Variant 2024-12-8 CC.mp4,championvariant,2024-12-8,Documentation,CHAMPIONVARIANT
CONGREGATION2025522,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Congregation 2025-5-22 Upload/Documentation/SG ASL Congregation 2025-5-22 CC.mp4,congregation,2025-5-22,Documentation,CONGREGATION
CLICKBAIT202521,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clickbait 2025-2-1 Upload/Documentation/SG ASL Clickbait 2025-2-1 CC.mp4,clickbait,2025-2-1,Documentation,CLICKBAIT
COMPASSIONFORME202544,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compassion For Me 2025-4-4 Upload/Documentation/SG ASL Compassion For Me 2025-4-4 CC.mp4,compassionforme,2025-4-4,Documentation,COMPASSIONFORME
CHAUFFER20241226,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chauffer 2024-12-26 Upload/Documentation/SG ASL Chauffer 2024-12-26 CC.mp4,chauffer,2024-12-26,Documentation,CHAUFFER
COIN202536,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Coin 2025-3-6 Upload/Documentation/SG ASL Coin 2025-3-6 CC.mp4,coin,2025-3-6,Documentation,COIN
CLOSEFEELING202524,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Close Feeling 2025-2-4 Upload/Documentation/SG ASL Close Feeling 2025-2-4 CC.mp4,closefeeling,2025-2-4,Documentation,CLOSEFEELING
COLOGNE2025312,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cologne 2025-3-12 Upload/Documentation/SG ASL Cologne 2025-3-12 CC.mp4,cologne,2025-3-12,Documentation,COLOGNE
CLASPDEVICE2025219,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clasp Device 2025-2-19 Upload/Documentation/SG ASL Clasp Device 2025-2-19 CC.mp4,claspdevice,2025-2-19,Documentation,CLASPDEVICE
CHESTDRAWERVARIANT202515,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chest Drawer Variant 2025-1-5 Upload/Documentation/SG ASL Chest Drawer Variant 2025-1-5 CC.mp4,chestdrawervariant,2025-1-5,Documentation,CHESTDRAWERVARIANT
COMPLEXVAR2025416,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Complex Var 2025-4-16 Upload/Documentation/SG ASL Complex Var 2025-4-16 CC.mp4,complexvar,2025-4-16,Documentation,COMPLEXVAR
COMPENSATEALT2025412,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compensate Alt 2025-4-12 Upload/Documentation/SG ASL Compensate Alt 2025-4-12 CC.mp4,compensatealt,2025-4-12,Documentation,COMPENSATEALT
COLORADOALT2025322,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Colorado Alt 2025-3-22 Upload/Documentation/SG ASL Colorado Alt 2025-3-22 CC.mp4,coloradoalt,2025-3-22,Documentation,COLORADOALT
CAMP20241110,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Camp 2024-11-10 Upload/Documentation/SG ASL Camp 2024-11-10 CC.mp4,camp,2024-11-10,Documentation,CAMP
CHARITYEXT20241222,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Charity Ext 2024-12-22 Upload/Documentation/SG ASL Charity Ext 2024-12-22 CC.mp4,charityext,2024-12-22,Documentation,CHARITYEXT
CIGARETTEBUTT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cigarette Butt 2 2025-1-22 Upload/Documentation/SG ASL Cigarette Butt 2 2025-1-22 CC.mp4,cigarettebutt,2025-1-22,Documentation,CIGARETTEBUTT
CHEATALT20241227,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cheat Alt 2024-12-27 Upload/Documentation/SG ASL Cheat Alt 2024-12-27 CC.mp4,cheatalt,2024-12-27,Documentation,CHEATALT
COMPASSDIRECTION202543,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compass Direction 2025-4-3 Upload/Documentation/SG ASL Compass Direction 2025-4-3 CC.mp4,compassdirection,2025-4-3,Documentation,COMPASSDIRECTION
CONSCIOUSALT2025528,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conscious Alt 2025-5-28 Upload/Documentation/SG ASL Conscious Alt 2025-5-28 CC.mp4,consciousalt,2025-5-28,Documentation,CONSCIOUSALT
COINS202536,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Coins 2025-3-6 Upload/Documentation/SG ASL Coins 2025-3-6 CC.mp4,coins,2025-3-6,Documentation,COINS
CLOSEDOORALT202523,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Close Door Alt 2025-2-3 Upload/Documentation/SG ASL Close Door Alt 2025-2-3 CC.mp4,closedooralt,2025-2-3,Documentation,CLOSEDOORALT
CHATALT20241223,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chat Alt 2024-12-23 Upload/Documentation/SG ASL Chat Alt 2024-12-23 CC.mp4,chatalt,2024-12-23,Documentation,CHATALT
CLEANHAIR2025224,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clean Hair 2025-2-24 Upload/Documentation/SG ASL Clean Hair 2025-2-24 CC.mp4,cleanhair,2025-2-24,Documentation,CLEANHAIR
CONDUCTLEAD2025513,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conduct Lead 2025-5-13 Upload/Documentation/SG ASL Conduct Lead 2025-5-13 CC.mp4,conductlead,2025-5-13,Documentation,CONDUCTLEAD
COMETOGETHER2025326,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Together 2025-3-26 Upload/Documentation/SG ASL Come Together 2025-3-26 CC.mp4,cometogether,2025-3-26,Documentation,COMETOGETHER
CHURCHTEACHING2025122,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Church Teaching 2025-1-22 Upload/Documentation/SG ASL Church Teaching 2025-1-22 CC.mp4,churchteaching,2025-1-22,Documentation,CHURCHTEACHING
CHUCKLEALT2025120,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chuckle Alt 2025-1-20 Upload/Documentation/SG ASL Chuckle Alt 2025-1-20 CC.mp4,chucklealt,2025-1-20,Documentation,CHUCKLEALT
CODE202534,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Code 2025-3-4 Upload/Documentation/SG ASL Code 2025-3-4 CC.mp4,code,2025-3-4,Documentation,CODE
COMPANYBUSINESS202543,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Company Business 2025-4-3 Upload/Documentation/SG ASL Company Business 2025-4-3 CC.mp4,companybusiness,2025-4-3,Documentation,COMPANYBUSINESS
CHEERALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cheer Alt 2 Handed 2024-12-31 Upload/Documentation/SG ASL Cheer Alt 2 Handed 2024-12-31 CC.mp4,cheeralt,2024-12-31,Documentation,CHEERALT
CAMEROON20241110,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cameroon 2024-11-10 Upload/Documentation/SG ASL Cameroon 2024-11-10 CC.mp4,cameroon,2024-11-10,Documentation,CAMEROON
COMPUTERGAME2025424,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Computer Game 2025-4-24 Upload/Documentation/SG ASL Computer Game 2025-4-24 CC.mp4,computergame,2025-4-24,Documentation,COMPUTERGAME
CONFIDENTIAL,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Confidential 2 2025-5-16 Upload/Documentation/SG ASL Confidential 2 2025-5-16 CC.mp4,confidential,2025-5-16,Documentation,CONFIDENTIAL
COMEUPTOME,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Up to Me 2 2025-3-26 Upload/Documentation/SG ASL Come Up to Me 2 2025-3-26 CC.mp4,comeuptome,2025-3-26,Documentation,COMEUPTOME
COMMAND2025328,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Command 2025-3-28 Upload/Documentation/SG ASL Command 2025-3-28 CC.mp4,command,2025-3-28,Documentation,COMMAND
COMEDIAN2025326,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Comedian 2025-3-26 Upload/Documentation/SG ASL Comedian 2025-3-26 CC.mp4,comedian,2025-3-26,Documentation,COMEDIAN
CLICKTHROUGH202521,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Click Through 2025-2-1 Upload/Documentation/SG ASL Click Through 2025-2-1 CC.mp4,clickthrough,2025-2-1,Documentation,CLICKTHROUGH
CASHIEREXT20241114,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cashier Ext 2024-11-14 Upload/Documentation/SG ASL Cashier Ext 2024-11-14 CC.mp4,cashierext,2024-11-14,Documentation,CASHIEREXT
CONGO2025521,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Congo 2025-5-21 Upload/Documentation/SG ASL Congo 2025-5-21 CC.mp4,congo,2025-5-21,Documentation,CONGO
CONDOMALT2025511,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Condom Alt 2025-5-11 Upload/Documentation/SG ASL Condom Alt 2025-5-11 CC.mp4,condomalt,2025-5-11,Documentation,CONDOMALT
COMPASSDRAWING2025414,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compass Drawing 2025-4-14 Upload/Documentation/SG ASL Compass Drawing 2025-4-14 CC.mp4,compassdrawing,2025-4-14,Documentation,COMPASSDRAWING
COINTOSS202535,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Coin Toss 2025-3-5 Upload/Documentation/SG ASL Coin Toss 2025-3-5 CC.mp4,cointoss,2025-3-5,Documentation,COINTOSS
CITATION2025126,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Citation 2025-1-26 Upload/Documentation/SG ASL Citation 2025-1-26 CC.mp4,citation,2025-1-26,Documentation,CITATION
CONDENSE202551,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Condense 2025-5-1 Upload/Documentation/SG ASL Condense 2025-5-1 CC.mp4,condense,2025-5-1,Documentation,CONDENSE
CLUMSY2025212,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clumsy 2025-2-12 Upload/Documentation/SG ASL Clumsy 2025-2-12 CC.mp4,clumsy,2025-2-12,Documentation,CLUMSY
CIRCUMISION2025124,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Circumision 2025-1-24 Upload/Documentation/SG ASL Circumision 2025-1-24 CC.mp4,circumision,2025-1-24,Documentation,CIRCUMISION
CHOICES2025114,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Choices 2025-1-14 Upload/Documentation/SG ASL Choices 2025-1-14 CC.mp4,choices,2025-1-14,Documentation,CHOICES
CANADA2024107,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Canada 2024-10-7 Upload/Documentation/SG ASL Canada 2024-10-7 CC.mp4,canada,2024-10-7,Documentation,CANADA
COLORWHEEL2025321,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Color Wheel 2025-3-21 Upload/Documentation/SG ASL Color Wheel 2025-3-21 CC.mp4,colorwheel,2025-3-21,Documentation,COLORWHEEL
CONDOMS2025512,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Condoms 2025-5-12 Upload/Documentation/SG ASL Condoms 2025-5-12 CC.mp4,condoms,2025-5-12,Documentation,CONDOMS
CLOSETALT202527,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Closet Alt 2025-2-7 Upload/Documentation/SG ASL Closet Alt 2025-2-7 CC.mp4,closetalt,2025-2-7,Documentation,CLOSETALT
COMMANDMENT2025328,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Commandment 2025-3-28 Upload/Documentation/SG ASL Commandment 2025-3-28 CC.mp4,commandment,2025-3-28,Documentation,COMMANDMENT
CHAT20241224,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chat 2024-12-24 Upload/Documentation/SG ASL Chat 2024-12-24 CC.mp4,chat,2024-12-24,Documentation,CHAT
CARTOON20241113,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cartoon 2024-11-13 Upload/Documentation/SG ASL Cartoon 2024-11-13 CC.mp4,cartoon,2024-11-13,Documentation,CARTOON
CHERRYALT202514,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cherry Alt 2025-1-4 Upload/Documentation/SG ASL Cherry Alt 2025-1-4 CC.mp4,cherryalt,2025-1-4,Documentation,CHERRYALT
CARWASH20241016,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Car Wash 2024-10-16 Upload/Documentation/SG ASL Car Wash 2024-10-16 CC.mp4,carwash,2024-10-16,Documentation,CARWASH
CHECKERS20241228,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Checkers 2024-12-28 Upload/Documentation/SG ASL Checkers 2024-12-28 CC.mp4,checkers,2024-12-28,Documentation,CHECKERS
COMEBEFORE2025324,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Come Before 2025-3-24 Upload/Documentation/SG ASL Come Before 2025-3-24 CC.mp4,comebefore,2025-3-24,Documentation,COMEBEFORE
CALM2024117,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Calm 2024-11-7 Upload/Documentation/SG ASL Calm 2024-11-7 CC.mp4,calm,2024-11-7,Documentation,CALM
CLAIM2025216,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Claim 2025-2-16 Upload/Documentation/SG ASL Claim 2025-2-16 CC.mp4,claim,2025-2-16,Documentation,CLAIM
CHAMPAGNE2024128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Champagne 2024-12-8 Upload/Documentation/SG ASL Champagne 2024-12-8 CC.mp4,champagne,2024-12-8,Documentation,CHAMPAGNE
CONSPIRACY202563,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conspiracy 2025-6-3 Upload/Documentation/SG ASL Conspiracy 2025-6-3 CC.mp4,conspiracy,2025-6-3,Documentation,CONSPIRACY
CONNECT2025525,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Connect 2025-5-25 Upload/Documentation/SG ASL Connect 2025-5-25 CC.mp4,connect,2025-5-25,Documentation,CONNECT
CONCIEVEPREGNANT2025427,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Concieve Pregnant 2025-4-27 Upload/Documentation/SG ASL Concieve Pregnant 2025-4-27 CC.mp4,concievepregnant,2025-4-27,Documentation,CONCIEVEPREGNANT
CONCEITED2025426,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conceited 2025-4-26 Upload/Documentation/SG ASL Conceited 2025-4-26 CC.mp4,conceited,2025-4-26,Documentation,CONCEITED
COLLIDEPERSONAL2025311,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Collide Personal 2025-3-11 Upload/Documentation/SG ASL Collide Personal 2025-3-11 CC.mp4,collidepersonal,2025-3-11,Documentation,COLLIDEPERSONAL
CONSIDER202562,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Consider 2025-6-2 Upload/Documentation/SG ASL Consider 2025-6-2 CC.mp4,consider,2025-6-2,Documentation,CONSIDER
CELSIUS20241127,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Celsius 2024-11-27 Upload/Documentation/SG ASL Celsius 2024-11-27 CC.mp4,celsius,2024-11-27,Documentation,CELSIUS
CHEATOTHER20241228,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cheat Other 2024-12-28 Upload/Documentation/SG ASL Cheat Other 2024-12-28 CC.mp4,cheatother,2024-12-28,Documentation,CHEATOTHER
COLDVIRUS202538,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cold Virus 2025-3-8 Upload/Documentation/SG ASL Cold Virus 2025-3-8 CC.mp4,coldvirus,2025-3-8,Documentation,COLDVIRUS
CLERKALT2025128,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clerk Alt 2025-1-28 Upload/Documentation/SG ASL Clerk Alt 2025-1-28 CC.mp4,clerkalt,2025-1-28,Documentation,CLERKALT
CITE2025126,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cite 2025-1-26 Upload/Documentation/SG ASL Cite 2025-1-26 CC.mp4,cite,2025-1-26,Documentation,CITE
CAREFULLY20241111,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Carefully 2024-11-11 Upload/Documentation/SG ASL Carefully 2024-11-11 CC.mp4,carefully,2024-11-11,Documentation,CAREFULLY
CHARACTERPLAY20241221,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Character Play 2024-12-21 Upload/Documentation/SG ASL Character Play 2024-12-21 CC.mp4,characterplay,2024-12-21,Documentation,CHARACTERPLAY
CHARGE20241222,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Charge 2024-12-22 Upload/Documentation/SG ASL Charge 2024-12-22 CC.mp4,charge,2024-12-22,Documentation,CHARGE
CALFALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Calf Alt 2 2024-10-28 Upload/Documentation/SG ASL Calf Alt 2 2024-10-28 CC.mp4,calfalt,2024-10-28,Documentation,CALFALT
CLASP2025219,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clasp 2025-2-19 Upload/Documentation/SG ASL Clasp 2025-2-19 CC.mp4,clasp,2025-2-19,Documentation,CLASP
COIL202535,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Coil 2025-3-5 Upload/Documentation/SG ASL Coil 2025-3-5 CC.mp4,coil,2025-3-5,Documentation,COIL
COMPAREVAR202543,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Compare Var 2025-4-3 Upload/Documentation/SG ASL Compare Var 2025-4-3 CC.mp4,comparevar,2025-4-3,Documentation,COMPAREVAR
CLUELESS2025212,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Clueless 2025-2-12 Upload/Documentation/SG ASL Clueless 2025-2-12 CC.mp4,clueless,2025-2-12,Documentation,CLUELESS
CONGESTIONNOSE2025520,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Congestion Nose 2025-5-20 Upload/Documentation/SG ASL Congestion Nose 2025-5-20 CC.mp4,congestionnose,2025-5-20,Documentation,CONGESTIONNOSE
COMMA2025328,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Comma 2025-3-28 Upload/Documentation/SG ASL Comma 2025-3-28 CC.mp4,comma,2025-3-28,Documentation,COMMA
CIRCULATION2025124,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Circulation 2025-1-24 Upload/Documentation/SG ASL Circulation 2025-1-24 CC.mp4,circulation,2025-1-24,Documentation,CIRCULATION
CHRISTMASLIGHTS20231225,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Christmas Lights 2023-12-25 Upload/Documentation/SG ASL Christmas Lights 2023-12-25 CC.mp4,christmaslights,2023-12-25,Documentation,CHRISTMASLIGHTS
CHINESECHARACTER2025111,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chinese Character 2025-1-11 Upload/Documentation/SG ASL Chinese Character 2025-1-11 CC.mp4,chinesecharacter,2025-1-11,Documentation,CHINESECHARACTER
COCKY202532,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Cocky 2025-3-2 Upload/Documentation/SG ASL Cocky 2025-3-2 CC.mp4,cocky,2025-3-2,Documentation,COCKY
CAUTION20241118,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Caution 2024-11-18 Upload/Documentation/SG ASL Caution 2024-11-18 CC.mp4,caution,2024-11-18,Documentation,CAUTION
CONDUCTBEAHVIOR2025512,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Conduct Beahvior 2025-5-12 Upload/Documentation/SG ASL Conduct Beahvior 2025-5-12 CC.mp4,conductbeahvior,2025-5-12,Documentation,CONDUCTBEAHVIOR
CHART20241222,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL C/SG ASL Chart 2024-12-22 Upload/Documentation/SG ASL Chart 2024-12-22 CC.mp4,chart,2024-12-22,Documentation,CHART
